...1,hhid,intmonth,stfips,weight,earnwke,uhours,grade92,race,ethnic,age,sex,marital,ownchild,chldpres,prcitshp,state,ind02,occ2012,class,unionmme,unioncov,lfsr94,female,w,lnw
259587,368510140940403,October,TX,4085.6136,980,40,44,2,NA,52,2,5,0,0,"Native, Born In US",7,Elementary and secondary schools (6111),2310,Government - State,Yes,NA,Employed-At Work,TRUE,24.5,3.1986731175506815
259595,400010415001837,October,TX,3050.8811,1057,50,44,1,NA,50,1,1,0,0,"Native, Born In US",7,"Prefabricated wood buildings and mobile homes (321991, 321992)",10,"Private, For Profit",No,No,Employed-At Work,FALSE,21.14,3.051166980442092
259609,402200112042891,October,TX,3165.687,694.4,40,44,1,2,37,2,2,1,3,"Native, Born In US",7,"Management, scientific, and technical consulting services (5416)",3910,Government - Federal,No,No,Employed-At Work,TRUE,17.36,2.854168709232204
259641,440806947916090,October,TX,3135.0493,2884.61,50,45,1,NA,52,1,1,0,0,"Native, Born In US",7,Legal services (5411),2100,"Private, For Profit",No,No,Employed-At Work,FALSE,57.6922,4.0551219824004106
259713,584130140007100,October,TX,3312.2852,969,30,44,1,NA,52,2,1,3,8,"Native, Born In US",7,"Colleges and universities, including junior colleges (6112, 6113)",2200,"Private, For Profit",No,No,Employed-At Work,TRUE,32.3,3.475067230228611
259714,584130140007100,October,TX,3050.8811,2884.61,65,44,1,NA,50,1,1,3,8,"Native, Born In US",7,"** Groceries and related products, merchant wholesalers (*4244)",4850,"Private, For Profit",No,No,Employed-At Work,FALSE,44.37861538461539,3.7927577179329193
259751,709409150810284,October,TX,3748.4024,1153.84,40,46,1,NA,39,2,7,0,0,"Native, Born In US",7,Elementary and secondary schools (6111),2540,Government - State,No,No,Employed-At Work,TRUE,28.845999999999997,3.3619713351613183
259754,710007614754418,October,TX,3188.5475,1423,55,44,1,NA,49,2,1,1,3,"Native, Born In US",7,"Civic, social, advocacy organizations, and grantmaking and giving services (8132, 8133, 8134)",60,"Private, Nonprofit",No,No,Employed-At Work,TRUE,25.87272727272727,3.2531894128573815
259755,710007614754418,October,TX,3775.3921,2403,60,44,1,2,39,1,1,1,3,"Native, Born In US",7,"Banking and related activities (521, 52211,52219)",900,Government - Federal,No,No,Employed-At Work,FALSE,40.05,3.6901286735143684
259765,784917190607905,October,TX,3553.4948,865,40,44,1,5,32,2,1,1,2,"Foreign Born, US Cit By Naturalization",7,Hospitals (622),150,"Private, Nonprofit",No,No,Employed-At Work,TRUE,21.625,3.073850052817943
259775,810620438070044,October,TX,3162.145,807.69,40,44,1,NA,51,1,2,0,0,"Native, Born In US",7,"Executive offices and legislative bodies (92111, 92112, 92114, pt. 92115)",630,Government - Federal,No,No,Employed-At Work,FALSE,20.19225,3.005298867423203
259815,860810214001004,October,TX,2168.0624,1153.84,40,44,10,NA,59,2,1,0,0,"Native, Born In US",7,"Colleges and universities, including junior colleges (6112, 6113)",2200,"Private, Nonprofit",No,No,Employed-At Work,TRUE,28.845999999999997,3.3619713351613183
259832,884647094909399,October,TX,3403.665,1153.84,50,44,1,NA,50,2,1,0,0,"Native, Born In US",7,Elementary and secondary schools (6111),2320,Government - State,Yes,NA,Employed-Absent,TRUE,23.0768,3.1388277838471086
259833,884647094909399,October,TX,3135.0493,1153.84,50,44,1,NA,51,1,1,0,0,"Native, Born In US",7,Elementary and secondary schools (6111),2320,Government - State,Yes,NA,Employed-At Work,FALSE,23.0768,3.1388277838471086
259846,891400011531004,October,TX,3748.4024,2884.61,40,44,1,NA,37,2,1,2,5,"Native, Born In US",7,"Accounting, tax preparation, bookkeeping, and payroll services (5412)",800,"Private, For Profit",No,No,Employed-At Work,TRUE,72.11525,4.27826553371462
259863,904908604492358,October,TX,3242.6477,807.69,40,44,1,1,46,2,1,1,3,"Native, Born Abroad Of US Parent(s)",7,Elementary and secondary schools (6111),2000,Government - State,No,No,Employed-At Work,TRUE,20.19225,3.005298867423203
259866,907400940810997,October,TX,3165.687,816,44,44,1,1,35,2,1,0,0,"Foreign Born, Not a US Citizen",7,"Colleges and universities, including junior colleges (6112, 6113)",2000,"Private, For Profit",No,No,Employed-At Work,TRUE,18.545454545454547,2.920224721045846
259868,909409756810771,October,TX,4861.6641,1153.84,65,44,2,NA,31,2,7,2,6,"Native, Born In US",7,Elementary and secondary schools (6111),2300,Government - Local,No,No,Employed-At Work,TRUE,17.751384615384612,2.8764635193796173
259880,938008819449370,October,TX,3264.7556,2400,50,44,1,NA,58,1,1,0,0,"Native, Born In US",7,Elementary and secondary schools (6111),230,Government - Local,No,No,Employed-At Work,FALSE,48,3.871201010907891
259890,980586096144478,October,TX,3946.6028,1442.3,40,44,4,NA,33,1,1,0,0,"Foreign Born, Not a US Citizen",7,Medical equipment and supplies manufacturing (3391),1020,"Private, For Profit",No,No,Employed-At Work,FALSE,36.0575,3.585114886475528
260082,40810097511674,October,TX,3617.5045,2884.61,40,44,1,NA,35,2,1,1,3,"Native, Born In US",7,"Colleges and universities, including junior colleges (6112, 6113)",230,"Private, For Profit",No,No,Employed-At Work,TRUE,72.11525,4.27826553371462
260094,108907384995568,October,TX,2870.6319,1346.15,55,44,1,NA,50,1,1,1,4,"Native, Born In US",7,Religious organizations (8131),2040,"Private, Nonprofit",No,No,Employed-At Work,FALSE,24.475454545454546,3.197670760070659
260102,173434080068307,October,TX,3287.6885,769.23,50,44,1,NA,45,2,7,0,0,"Native, Born In US",7,Public finance activities (92113),5000,Government - State,No,No,Employed-At Work,TRUE,15.3846,2.733367009086
260143,499978902047899,October,TX,3329.0201,2769.23,45,44,1,NA,34,1,1,2,6,"Native, Born In US",7,Hospitals (622),350,Government - Local,No,No,Employed-At Work,FALSE,61.538444444444444,4.119662092428574
260199,986467619800994,October,TX,3063.6564,1423.07,80,46,1,NA,48,2,1,0,0,"Native, Born In US",7,"Colleges and universities, including junior colleges (6112, 6113)",230,Government - State,No,No,Employed-At Work,TRUE,17.788375,2.8785451540542994
260203,46714490982891,October,UT,1471.7808,1730.76,40,44,1,NA,59,2,7,0,0,"Native, Born In US",8,"Colleges and universities, including junior colleges (6112, 6113)",4720,"Private, Nonprofit",No,No,Employed-At Work,TRUE,43.269,3.767436443269483
260223,594799054909999,October,UT,1673.7325,865.38,50,44,1,NA,30,2,7,0,0,"Native, Born In US",8,"Colleges and universities, including junior colleges (6112, 6113)",230,"Private, Nonprofit",No,No,Employed-At Work,TRUE,17.3076,2.851145711395328
260233,5994490015802,October,UT,1651.8687,1750,45,44,1,NA,52,1,1,5,14,"Native, Born In US",8,3365,4850,"Private, For Profit",No,No,Employed-At Work,FALSE,38.888888888888886,3.66070857714724
260236,31009401401601,October,UT,2060.9827,1403,45,46,1,NA,24,1,7,0,0,"Native, Born In US",8,Pharmacies and drug stores (44611),3050,"Private, For Profit",No,No,Employed-At Work,FALSE,31.177777777777777,3.439705590332141
260260,61764490959793,October,UT,1984.7937,670,40,44,1,NA,31,1,1,2,8,"Native, Born In US",8,"Colleges and universities, including junior colleges (6112, 6113)",2550,"Private, Nonprofit",No,No,Employed-At Work,FALSE,16.75,2.8183982582710754
260282,94545180301809,October,UT,1251.6018,1153,40,44,1,NA,57,2,7,0,0,"Native, Born In US",8,Elementary and secondary schools (6111),2300,Government - Local,No,No,Employed-At Work,TRUE,28.825,3.3612430661551227
260303,150784090063400,October,UT,1264.9804,2884.61,35,44,1,NA,62,1,1,0,0,"Native, Born In US",8,Air transportation (481),9030,"Private, For Profit",Yes,NA,Employed-At Work,FALSE,82.41742857142857,4.411796926339143
260309,189520040950409,October,UT,2156.3147,2884.61,50,44,1,NA,42,1,1,3,10,"Native, Born In US",8,"Securities, commodities, funds, trusts, and other financial investments (523, 525)",4710,"Private, For Profit",No,No,Employed-At Work,FALSE,57.6922,4.0551219824004106
260339,440900018926415,October,UT,1984.7937,1634.61,70,44,1,NA,34,1,1,1,3,"Native, Born In US",8,Insurance carriers and related activities (524),565,"Private, Nonprofit",No,No,Employed-At Work,FALSE,23.35157142857143,3.1506642807185945
260376,710596093644979,October,UT,2040.135,769.23,40,44,1,NA,37,1,1,3,8,"Native, Born In US",8,"Colleges and universities, including junior colleges (6112, 6113)",230,"Private, For Profit",No,No,Employed-At Work,FALSE,19.23075,2.9565105604002095
260399,930069833449520,October,UT,2156.3147,2769,50,44,1,NA,43,1,1,2,3,"Native, Born In US",8,"Communications, audio, and video equipment manufacturing (3342, 3343)",150,"Private, For Profit",No,No,Employed-At Work,FALSE,55.38,4.014218517742816
260422,979953901950409,October,UT,1251.6018,1288.46,40,44,1,NA,55,2,1,0,0,"Native, Born In US",8,Administration of human resource programs (923),5940,Government - State,No,No,Employed-At Work,TRUE,32.2115,3.472323531647176
260454,150154090031103,October,UT,1711.1088,2400,50,44,1,NA,64,1,1,0,0,"Native, Born In US",8,"Residential care facilities, without nursing (6232, 6233, 6239)",430,"Private, For Profit",No,No,Employed-At Work,FALSE,48,3.871201010907891
260501,910390228070044,October,UT,2151.1649,769.23,40,44,1,NA,29,1,1,2,5,"Native, Born In US",8,Outpatient care centers (6214),3245,"Private, For Profit",No,No,Employed-At Work,FALSE,19.23075,2.9565105604002095
260515,5951120004406,October,VT,333.2601,961.53,50,45,1,NA,29,1,7,0,0,"Native, Born In US",1,"Administration of economic programs and space research (926, 927)",5250,Government - State,Yes,NA,Employed-At Work,FALSE,19.2306,2.9565027603619893
260620,167495000039704,October,VT,348.9346,1350,40,44,1,NA,48,1,1,2,6,"Native, Born In US",1,"Administration of environmental quality and housing programs (924, 925)",1965,Government - State,Yes,NA,Employed-At Work,FALSE,33.75,3.518980417318539
260653,404606955991780,October,VT,367.9243,850,65,44,1,NA,60,2,5,0,0,"Native, Born In US",1,Elementary and secondary schools (6111),2320,Government - Local,Yes,NA,Employed-At Work,TRUE,13.076923076923077,2.570849079588725
260683,505961074909468,October,VT,371.713,1200,40,44,1,NA,57,2,1,1,4,"Native, Born In US",1,Outpatient care centers (6214),2010,Government - State,No,No,Employed-At Work,TRUE,30,3.4011973816621555
260697,566914907065079,October,VT,367.9243,1423.07,50,44,1,NA,60,2,1,0,0,"Native, Born In US",1,Elementary and secondary schools (6111),230,"Private, Nonprofit",No,No,Employed-At Work,TRUE,28.461399999999998,3.348548783300035
260711,631030991544580,October,VT,351.6359,580,35,44,1,NA,58,1,1,0,0,"Native, Born In US",1,Home health care services (6216),2010,"Private, For Profit",No,No,Employed-At Work,FALSE,16.571428571428573,2.8076800420510515
260723,653050874549130,October,VT,321.12,1000,50,44,1,NA,44,1,7,0,0,"Native, Born In US",1,Restaurants and other food services (722 exc. 7224),4040,"Private, For Profit",No,No,Employed-At Work,FALSE,20,2.995732273553991
260725,653050874549130,October,VT,381.2773,1150,50,44,4,NA,25,1,7,0,0,"Native, Born Abroad Of US Parent(s)",1,Elementary and secondary schools (6111),800,"Private, Nonprofit",No,No,Employed-At Work,FALSE,23,3.1354942159291497
260755,906506250010777,October,VT,348.9346,1326.92,50,44,1,NA,46,1,1,2,8,"Native, Born In US",1,Elementary and secondary schools (6111),2310,Government - Local,Yes,NA,Employed-At Work,FALSE,26.538400000000003,3.278592740726555
260764,961303007850340,October,VT,313.2745,1005.2,40,44,1,NA,36,2,1,2,3,"Native, Born In US",1,"Architectural, engineering, and related services (5413)",1360,"Private, For Profit",No,No,Employed-At Work,TRUE,25.130000000000003,3.2240623515555007
260800,110410840021500,October,VT,296.4594,2028.84,40,44,1,NA,30,1,1,1,1,"Native, Born In US",1,Scientific research and development services (5417),1105,"Private, For Profit",No,No,Employed-At Work,FALSE,50.721,3.926340026022939
260801,110410840021500,October,VT,354.0906,684,38,44,1,NA,29,2,1,1,1,"Native, Born In US",1,Individual and family services (6241),2025,"Private, Nonprofit",No,No,Employed-At Work,TRUE,18,2.8903717578961645
260846,508010815069009,October,VT,366.8953,1807,60,45,1,NA,56,1,1,1,4,"Native, Born In US",1,Hospitals (622),3060,"Private, Nonprofit",No,No,Employed-At Work,FALSE,30.116666666666667,3.405078728370128
260852,571300002150590,October,VT,412.2237,625,36,44,1,NA,64,2,1,0,0,"Native, Born In US",1,"Colleges and universities, including junior colleges (6112, 6113)",2200,Government - State,No,No,Employed-At Work,TRUE,17.36111111111111,2.8542327112802917
260866,780331701840509,October,VT,345.5227,400,25,44,1,NA,44,2,1,1,4,"Native, Born In US",1,Furniture and home furnishings stores (442),4760,"Private, For Profit",No,No,Employed-At Work,TRUE,16,2.772588722239781
260871,810269040699506,October,VT,302.9145,865,50,46,1,NA,34,2,1,0,0,"Native, Born In US",1,"Soap, cleaning compound, and cosmetics manufacturing (3256)",565,"Private, For Profit",No,No,Employed-At Work,TRUE,17.3,2.8507065015037334
260872,810269040699506,October,VT,309.8011,769,60,46,1,NA,33,1,1,0,0,"Foreign Born, Not a US Citizen",1,"Colleges and universities, including junior colleges (6112, 6113)",2200,Government - State,Yes,NA,Employed-At Work,FALSE,12.816666666666666,2.550746407283543
260880,910000155906880,October,VT,394.3922,576,40,44,1,NA,51,2,1,0,0,"Native, Born In US",1,Administration of human resource programs (923),430,Government - State,No,No,Employed-At Work,TRUE,14.4,2.667228206581955
260888,11314000750430,October,VA,3333.1217,2173.07,40,44,1,NA,42,1,5,0,0,"Native, Born In US",5,National security and international affairs (928),840,Government - Federal,No,No,Employed-Absent,FALSE,54.326750000000004,3.995016739153331
260897,30011347500401,October,VA,3209.0481,1846.15,50,46,1,NA,31,2,1,0,0,"Foreign Born, Not a US Citizen",5,Legal services (5411),500,"Private, For Profit",No,No,Employed-At Work,TRUE,36.923,3.6088346631048966
260911,110860491870045,October,VA,1867.7322,2500,72,46,4,NA,47,1,1,0,0,"Native, Born In US",5,"Nail salons and other personal care services (812113, 81219)",4520,"Private, For Profit",No,No,Employed-At Work,FALSE,34.72222222222222,3.5473798918402366
260918,115986100007300,October,VA,3313.2337,2750,40,45,1,NA,38,1,1,3,11,"Native, Born In US",5,"Colleges and universities, including junior colleges (6112, 6113)",3010,"Private, Nonprofit",No,No,Employed-At Work,FALSE,68.75,4.230476736546681
260920,121495010063705,October,VA,4227.0114,865.38,40,44,2,NA,45,1,1,0,0,"Native, Born In US",5,Air transportation (481),9030,"Private, For Profit",No,No,Employed-At Work,FALSE,21.6345,3.0742892627095375
260923,130040703141005,October,VA,2617.2229,1500,40,44,1,NA,52,2,5,0,0,"Native, Born In US",5,Legal services (5411),500,Government - Federal,No,No,Employed-At Work,TRUE,37.5,3.624340932976365
260931,141375010034000,October,VA,2573.7665,530,35,45,1,NA,55,2,7,0,0,"Native, Born In US",5,Elementary and secondary schools (6111),2310,Government - Local,No,No,Employed-At Work,TRUE,15.142857142857142,2.717528945056754
260958,450109930599298,October,VA,2307.268,769.23,50,44,1,NA,55,2,1,1,4,"Native, Born In US",5,Elementary and secondary schools (6111),2330,Government - Local,No,No,Employed-At Work,TRUE,15.3846,2.733367009086
260968,500090011063187,October,VA,4118.532,500,30,44,1,NA,26,2,7,0,0,"Native, Born In US",5,Religious organizations (8131),2750,"Private, Nonprofit",No,No,Employed-At Work,TRUE,16.666666666666668,2.8134107167600364
260969,500090011063187,October,VA,3493.5491,500,30,44,1,NA,25,1,7,0,0,"Native, Born In US",5,Grocery stores (4451),5620,"Private, For Profit",No,No,Employed-At Work,FALSE,16.666666666666668,2.8134107167600364
260999,804700775990721,October,VA,2307.268,1961,45,46,1,NA,57,2,1,0,0,"Native, Born In US",5,"Water, steam, air-conditioning, and irrigation systems (22131, 22133)",430,"Private, For Profit",No,No,Employed-At Work,TRUE,43.577777777777776,3.7745473364260267
261009,900509011110510,October,VA,2519.4508,1923.07,40,44,1,NA,45,2,5,0,0,"Native, Born In US",5,"Other schools, instruction, and educational services (6116, 6117)",4760,"Private, For Profit",No,No,Employed-At Work,TRUE,48.07675,3.872798692268385
261025,15633140007407,October,VA,3282.6803,807.69,40,44,1,NA,26,1,7,0,0,"Native, Born Abroad Of US Parent(s)",5,"Management, scientific, and technical consulting services (5416)",710,"Private, For Profit",No,No,Employed-At Work,FALSE,20.19225,3.005298867423203
261026,15901094907091,October,VA,2569.2673,1442.3,40,44,2,NA,58,1,1,1,4,"Foreign Born, US Cit By Naturalization",5,Scientific research and development services (5417),430,"Private, For Profit",No,No,Employed-At Work,FALSE,36.0575,3.585114886475528
261050,44001933501761,October,VA,2421.4564,1923,40,44,4,NA,48,2,1,0,0,"Foreign Born, US Cit By Naturalization",5,"** Drugs, sundries, and chemical and allied products, merchant (wholesalerss*4242, 4246)",4850,"Private, For Profit",No,No,Employed-At Work,TRUE,48.075,3.8727622914748436
261052,45071398500911,October,VA,2567.3795,2884,40,44,1,NA,53,2,1,0,0,"Native, Born In US",5,"Other health care services (6215, 6219)",2550,"Private, For Profit",No,No,Employed-At Work,TRUE,72.1,4.278054044290903
261056,50110012562429,October,VA,2499.0175,1200,40,44,1,NA,61,2,7,0,0,"Native, Born In US",5,"Architectural, engineering, and related services (5413)",2850,"Private, For Profit",No,No,Employed-At Work,TRUE,30,3.4011973816621555
261057,50110012562429,October,VA,2524.7507,350,34,44,1,NA,59,2,7,0,0,"Native, Born In US",5,Veterinary services (54194),3420,"Private, For Profit",No,No,Employed-At Work,TRUE,10.294117647058824,2.331572629867298
261081,84011161540700,October,VA,2816.6297,1516.94,40,44,1,NA,38,2,1,1,3,"Native, Born In US",5,"Civic, social, advocacy organizations, and grantmaking and giving services (8132, 8133, 8134)",1006,"Private, Nonprofit",No,No,Employed-At Work,TRUE,37.923500000000004,3.635570972705536
261084,90112012554160,October,VA,2024.6062,2884.61,40,44,1,NA,50,1,1,2,10,"Native, Born In US",5,National security and international affairs (928),2340,Government - Federal,Yes,NA,Employed-At Work,FALSE,72.11525,4.27826553371462
261107,110110587770145,October,VA,2816.6297,2115.38,40,45,1,NA,39,2,1,2,5,"Native, Born In US",5,"Administration of economic programs and space research (926, 927)",2100,Government - Federal,No,Yes,Employed-At Work,TRUE,52.8845,3.9681102902586276
261108,110220506910145,October,VA,2086.806,1826.92,60,44,1,2,63,2,5,0,0,"Native, Born in PR or US Outlying Area",5,National security and international affairs (928),430,Government - Federal,No,No,Employed-At Work,TRUE,30.448666666666668,3.4160422055672055
261113,110730834400045,October,VA,1594.1915,2884.61,40,44,4,NA,53,1,1,1,4,"Foreign Born, US Cit By Naturalization",5,"Colleges and universities, including junior colleges (6112, 6113)",1020,"Private, Nonprofit",No,No,Employed-At Work,FALSE,72.11525,4.27826553371462
261140,131070340440508,October,VA,1852.7554,2884.61,45,45,1,NA,61,1,1,0,0,"Native, Born In US",5,"Other professional, scientific, and technical services (5419 exc. 54194)",1860,"Private, For Profit",No,No,Employed-At Work,FALSE,64.10244444444444,4.1604824980582364
261149,154605010030400,October,VA,2640.7456,1164,50,46,4,NA,42,1,1,1,3,"Foreign Born, US Cit By Naturalization",5,Religious organizations (8131),2040,"Private, Nonprofit",No,No,Employed-At Work,FALSE,23.28,3.147594622863237
261160,181710140771505,October,VA,2122.2498,1923.07,30,44,1,NA,47,2,1,2,10,"Foreign Born, US Cit By Naturalization",5,"Executive offices and legislative bodies (92111, 92112, 92114, pt. 92115)",430,Government - Federal,No,No,Employed-At Work,TRUE,64.10233333333333,4.160480764720166
261205,450109900787795,October,VA,2168.0024,1200,40,44,1,NA,59,2,1,0,0,"Native, Born In US",5,Elementary and secondary schools (6111),2310,Government - Local,Yes,NA,Employed-At Work,TRUE,30,3.4011973816621555
261236,504130714067101,October,VA,2387.9889,1800,40,44,1,NA,50,1,1,1,4,"Native, Born In US",5,"Other amusement, gambling, and recreation industries (713 exc. 71395)",4620,Government - Local,No,No,Employed-At Work,FALSE,45,3.8066624897703196
261270,596944000011109,October,VA,3376.6833,865,40,44,2,NA,34,2,1,0,0,"Native, Born In US",5,Investigation and security services (5616),3930,"Private, For Profit",No,No,Employed-At Work,TRUE,21.625,3.073850052817943
261271,601159640229508,October,VA,2458.5223,2884.61,45,44,4,NA,55,2,5,0,0,"Foreign Born, US Cit By Naturalization",5,"Business, professional, political, and similar organizations (8139 exc. 81393)",136,"Private, Nonprofit",No,No,Employed-At Work,TRUE,64.10244444444444,4.1604824980582364
261280,615987110002807,October,VA,3290.5389,2596.15,50,45,1,NA,44,1,1,2,3,"Native, Born In US",5,"Justice, public order, and safety activities (922, pt. 92115)",2100,Government - Federal,No,No,Employed-At Work,FALSE,51.923,3.949761851928414
261308,747573449100960,October,VA,2816.6297,1288.46,40,46,1,NA,38,2,1,3,8,"Native, Born In US",5,"Colleges and universities, including junior colleges (6112, 6113)",2200,Government - State,No,No,Employed-At Work,TRUE,32.2115,3.472323531647176
261314,811269340519509,October,VA,2145.9054,2159.09,55,44,1,NA,62,2,5,0,0,"Native, Born In US",5,Elementary and secondary schools (6111),2300,Government - Local,Yes,NA,Employed-At Work,TRUE,39.25618181818182,3.6701089303792256
261315,811269340519509,October,VA,2703.1295,1153.84,45,44,1,NA,33,2,1,0,0,"Native, Born In US",5,Other personal services (8129),100,"Private, For Profit",No,No,Employed-At Work,TRUE,25.640888888888888,3.244188299504935
261321,870111011554770,October,VA,1594.1915,2403.84,50,44,4,NA,51,1,1,1,4,"Foreign Born, US Cit By Naturalization",5,National security and international affairs (928),800,Government - Federal,No,No,Employed-At Work,FALSE,48.076800000000006,3.872799732271588
261322,870111011554770,October,VA,2204.6078,2096.15,40,46,1,NA,51,2,1,1,4,"Native, Born In US",5,National security and international affairs (928),430,Government - Federal,No,No,Employed-At Work,TRUE,52.40375,3.9589781536518482
261342,925021618549600,October,VA,1876.7318,2038.46,45,44,1,NA,60,1,7,0,0,"Native, Born Abroad Of US Parent(s)",5,"Banking and related activities (521, 52211,52219)",1010,"Private, For Profit",No,No,Employed-At Work,FALSE,45.29911111111111,3.813287410025191
261343,940071585549670,October,VA,2807.6424,576.92,37,44,1,NA,44,1,1,0,0,"Native, Born In US",5,"Administration of economic programs and space research (926, 927)",3850,Government - State,No,No,Employed-At Work,FALSE,15.592432432432432,2.746785696071085
261348,941311003350190,October,VA,3526.07,2884,40,44,6,NA,39,1,1,2,3,"Native, Born In US",5,"Other telecommunications services (*517 exc. 5171, 5175)",430,"Private, For Profit",No,No,Employed-At Work,FALSE,72.1,4.278054044290903
261349,941311003350190,October,VA,3915.1417,1961,40,44,8,2,41,2,1,2,3,"Native, Born In US",5,"** Groceries and related products, merchant wholesalers (*4244)",50,"Private, For Profit",No,No,Employed-At Work,TRUE,49.025,3.89233037208241
261381,450106973777191,October,VA,2140.823,826.92,40,44,1,NA,48,1,1,2,3,"Native, Born In US",5,Other general government and support (92119),430,Government - Local,No,No,Employed-At Work,FALSE,20.673,3.0288285010431806
261385,450109901040299,October,VA,2372.7396,630.76,45,44,1,NA,63,2,1,0,0,"Native, Born In US",5,Individual and family services (6241),420,"Private, Nonprofit",No,No,Employed-At Work,TRUE,14.01688888888889,2.6402629517670664
261388,560928109090159,October,VA,2900.306,1057.69,50,44,1,NA,37,2,1,2,8,"Native, Born In US",5,Elementary and secondary schools (6111),230,Government - Local,No,No,Employed-At Work,TRUE,21.1538,3.0518195583844725
261430,50110064479621,October,VA,3299.7578,2884.61,50,46,1,NA,57,1,1,8,10,"Native, Born In US",5,Offices of physicians (6211),3060,"Private, For Profit",No,No,Employed-At Work,FALSE,57.6922,4.0551219824004106
261446,130650266151005,October,VA,3107.3797,2307.69,50,44,1,NA,47,1,1,3,3,"Native, Born In US",5,"Health and personal care, except drug, stores (446 exc. 44611)",10,"Private, For Profit",No,No,Employed-At Work,FALSE,46.153800000000004,3.83197929775411
261480,595974803084139,October,VA,3281.0468,1000,80,45,1,NA,29,2,1,0,0,"Native, Born In US",5,Hospitals (622),3060,"Private, For Profit",No,No,Employed-At Work,TRUE,12.5,2.5257286443082556
261494,30063633500521,October,WA,2694.4431,442,40,44,1,NA,31,1,1,2,8,"Foreign Born, US Cit By Naturalization",9,Employment services (5613),1107,"Private, For Profit",No,No,Employed-At Work,FALSE,11.05,2.402430427963762
261511,81335006050330,October,WA,2835.7543,2307.69,55,44,1,NA,45,2,6,0,0,"Native, Born In US",9,"Other administrative and other support services (5611, 5612, 5619)",4840,"Private, For Profit",No,No,Employed-At Work,TRUE,41.958,3.7366691179497846
261523,143785030045034,October,WA,3270.6245,2403.84,40,44,1,NA,48,1,1,0,0,"Foreign Born, US Cit By Naturalization",9,Management of companies and enterprises (551),10,"Private, For Profit",No,No,Employed-At Work,FALSE,60.096000000000004,4.095943283585798
261538,310009325243543,October,WA,2864.5218,865.38,60,46,1,NA,32,2,7,0,0,"Foreign Born, Not a US Citizen",9,Scientific research and development services (5417),1240,"Private, Nonprofit",No,No,Employed-At Work,TRUE,14.423,2.6688241546013733
261548,360050323631005,October,WA,3146.0344,865,40,44,4,NA,57,1,1,1,4,"Foreign Born, US Cit By Naturalization",9,3365,7630,"Private, For Profit",No,No,Employed-At Work,FALSE,21.625,3.073850052817943
261579,593994306056309,October,WA,2573.1044,1153.84,40,44,1,NA,46,2,7,0,0,"Native, Born In US",9,Elementary and secondary schools (6111),2310,Government - Local,Yes,NA,Employed-At Work,TRUE,28.845999999999997,3.3619713351613183
261589,623300501360503,October,WA,2769.5712,390,20,44,1,NA,39,1,1,2,3,"Native, Born In US",9,Outpatient care centers (6214),3245,"Private, Nonprofit",No,No,Employed-At Work,FALSE,19.5,2.970414465569701
261598,710003405018053,October,WA,3405.4641,1650,31,46,4,NA,25,2,7,0,0,"Native, Born In US",9,Offices of dentists (6212),3010,"Private, For Profit",No,No,Employed-At Work,TRUE,53.225806451612904,3.97454336240948
261606,873929740189505,October,WA,2372.9729,865.38,40,44,9,NA,31,1,1,0,0,"Native, Born In US",9,Travel arrangements and reservation services (5615),5410,"Private, Nonprofit",No,No,Employed-At Work,FALSE,21.6345,3.0742892627095375
261625,50310117896708,October,WA,2846.1149,769.23,40,44,1,NA,51,2,1,0,0,"Native, Born Abroad Of US Parent(s)",9,Administration of human resource programs (923),2010,Government - State,Yes,NA,Employed-At Work,TRUE,19.23075,2.9565105604002095
261626,50310130137655,October,WA,2883.7927,1200,40,44,1,NA,35,2,1,2,10,"Native, Born In US",9,Elementary and secondary schools (6111),2310,Government - Local,No,Yes,Employed-At Work,TRUE,30,3.4011973816621555
261648,95013416501061,October,WA,3034.6124,980.76,40,44,1,NA,40,2,1,3,10,"Native, Born In US",9,Elementary and secondary schools (6111),2310,Government - Local,Yes,NA,Employed-At Work,TRUE,24.519,3.199448327202102
261670,187615030062200,October,WA,3312.7089,2019.23,50,44,1,NA,55,1,1,2,4,"Native, Born In US",9,Hospitals (622),350,"Private, For Profit",No,No,Employed-At Work,FALSE,40.3846,3.6984485241776333
261678,201507873310859,October,WA,3355.5857,666.4,35,44,1,NA,24,1,7,0,0,"Native, Born In US",9,"Other schools, instruction, and educational services (6116, 6117)",2340,"Private, For Profit",Yes,NA,Employed-At Work,FALSE,19.04,2.9465420293632194
261705,341500669111005,October,WA,3177.6136,1346.15,40,44,4,NA,61,1,1,0,0,"Foreign Born, US Cit By Naturalization",9,Computer systems design and related services (5415),1106,"Private, For Profit",No,No,Employed-At Work,FALSE,33.65375,3.516124491189194
261754,635142064909673,October,WA,3142.3946,1775,60,44,1,NA,59,1,1,0,0,"Native, Born In US",9,Elementary and secondary schools (6111),230,"Private, For Profit",No,Yes,Employed-At Work,FALSE,29.583333333333332,3.3872111396874156
261763,735140130108304,October,WA,3312.7089,425,40,44,1,NA,58,1,1,0,0,"Native, Born In US",9,Waste management and remediation services (562),10,"Private, For Profit",No,No,Employed-At Work,FALSE,10.625,2.3632097148104805
261764,735140130108304,October,WA,2798.858,300,20,44,1,NA,59,2,1,0,0,"Native, Born In US",9,Libraries and archives (*51912),5320,Government - Local,No,No,Employed-At Work,TRUE,15,2.70805020110221
