"","X","id","scrape_id","source","host_id","host_name","host_since","host_response_rate","host_acceptance_rate","host_neighbourhood","host_listings_count","host_total_listings_count","host_verifications","host_has_profile_pic","host_identity_verified","neighbourhood","neighbourhood_cleansed","latitude","longitude","property_type","room_type","accommodates","bathrooms","bathrooms_text","bedrooms","beds","price","minimum_nights","maximum_nights","minimum_minimum_nights","maximum_minimum_nights","minimum_maximum_nights","maximum_maximum_nights","minimum_nights_avg_ntm","maximum_nights_avg_ntm","has_availability","availability_30","availability_60","availability_90","availability_365","calendar_last_scraped","number_of_reviews_ltm","number_of_reviews_l30d","availability_eoy","number_of_reviews_ly","estimated_occupancy_l365d","estimated_revenue_l365d","first_review","last_review","instant_bookable","calculated_host_listings_count","calculated_host_listings_count_entire_homes","calculated_host_listings_count_private_rooms","calculated_host_listings_count_shared_rooms","wifi","hair.dryer","hot.water","dishes.and.silverware","kitchen","iron","cooking.basics","hangers","refrigerator","bed.linens","essentials","heating","shampoo","microwave","hot.water.kettle","smoke.alarm","long.term.stays.allowed","shower.gel","dedicated.workspace","dining.table","f_room_type","f_room_type2","Czech_koruna_price_day","p_host_response_rate","p_host_acceptance_rate","accommodates_n","bathrooms_n","number_of_reviews_n","minimum_nights_n","beds_n","ln_price","accommodates2","ln_accommodates","ln_accommodates2","ln_number_of_reviews","f_bathroom","f_minimum_nights"
"1053",1484,18030938,20250316041547,"city scrape",227945,"Alex And Kate","2010-09-08","100","100","Prague 2",123,194,"['email', 'phone']",1,1,"Prague, Czechia","Praha 1",50.07898,14.42572,"Rental Unit","Entire home/apt",6,1,"1 bath",2,2,2331,2,365,1,5,1125,1125,2.1,1125,"t",17,43,60,60,"2025-03-16",44,1,60,50,255,594405,"2017-04-10","2025-03-09",1,101,101,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,"Entire home/apt","Entire/Apt",2331,100,100,6,1,372,2,2,7.75405263903576,36,1.79175946922805,3.2104019955684,5.92157841964382,2,2
"1054",1485,18037810,20250316041547,"city scrape",20616484,"Dagmar","2014-08-27","100","100","Nové Město",1,2,"['email', 'phone']",1,1,"Prague, Czechia","Praha 2",50.07315,14.41561,"Rental Unit","Entire home/apt",5,1.5,"1.5 baths",1,3,2511,3,1125,3,3,1125,1125,3,1125,"t",14,20,30,152,"2025-03-16",24,0,152,23,144,361584,"2017-04-05","2025-01-10",0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,"Entire home/apt","Entire/Apt",2511,100,100,5,1.5,123,3,3,7.82843635915759,25,1.6094379124341,2.59029039398023,4.82028156560504,2,3
"1055",1487,18342863,20250316041547,"city scrape",17169110,"Lenka","2014-06-23","100","100","Staré Město",6,6,"['email', 'phone']",1,1,"Prague, Czechia","Praha 1",50.07943,14.42834,"Private Room","Private room",2,3.5,"3.5 baths",1,1,2687,1,30,1,2,30,1125,1,1114.8,"t",7,7,7,7,"2025-03-16",1,1,7,0,6,16122,"2017-04-23","2025-02-17",1,6,1,5,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,"Private room","Private",2687,100,100,2,3.5,51,1,1,7.89618060861549,4,0.693147180559945,0.480453013918201,3.95124371858143,3,1
"1056",1489,18372100,20250316041547,"city scrape",17169110,"Lenka","2014-06-23","100","100","Staré Město",6,6,"['email', 'phone']",1,1,"","Praha 1",50.08038,14.42811,"Private Room","Private room",4,2.5,"2.5 shared baths",1,1,3260,1,30,1,2,30,1125,1,1114.8,"t",7,7,7,7,"2025-03-16",0,0,7,0,0,0,"2017-05-01","2020-02-20",1,6,1,5,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,0,"Private room","Private",3260,100,100,4,2.5,28,1,1,8.08948247436075,16,1.38629436111989,1.92181205567281,3.36729582998647,3,1
"1057",1490,18381386,20250316041547,"city scrape",120209537,"Monika","2017-03-11","100","99","Prague 2",3,3,"['email', 'phone']",1,1,"","Praha 2",50.07713,14.43369,"Rental Unit","Entire home/apt",2,1,"1 bath",0,1,1096,2,1125,2,2,1125,1125,2,1125,"t",7,8,17,17,"2025-03-16",57,3,17,61,255,279480,"2017-05-09","2025-03-01",1,3,3,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,"Entire home/apt","Entire/Apt",1096,100,99,2,1,374,2,1,6.99942246750796,4,0.693147180559945,0.480453013918201,5.92692602597041,2,2
"1058",1491,18382239,20250316041547,"city scrape",452486113,"Alexandr","2022-04-03","100","100","Michle",3,3,"['email', 'phone']",1,1,"Prague, Czechia","Praha 10",50.06029,14.45615,"Rental Unit","Entire home/apt",7,2,"2 baths",3,3,2090,1,90,1,1,1125,1125,1,1125,"t",30,55,81,251,"2025-03-16",4,0,251,4,24,50160,"2018-04-22","2024-11-02",1,2,2,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,"Entire home/apt","Entire/Apt",2090,100,100,7,2,34,1,3,7.64491934495886,49,1.94591014905531,3.78656630819647,3.55534806148941,3,1
"1059",1492,18386555,20250316041547,"city scrape",127350388,"Taňa","2017-04-24","100","100","",1,5,"['email', 'phone']",1,1,"Prague, Czechia","Praha 3",50.08114,14.44667,"Private Room","Private room",2,1.5,"1.5 shared baths",1,1,2143,2,21,2,2,21,21,2,21,"t",0,0,0,0,"2025-03-16",7,0,0,7,42,90006,"2017-05-01","2025-01-02",1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,"Private room","Private",2143,100,100,2,1.5,44,2,1,7.66996199547358,4,0.693147180559945,0.480453013918201,3.80666248977032,2,2
"1060",1495,18394208,20250316041547,"city scrape",34315299,"Bernhard","2015-05-26","100","100","Prague 5",2,19,"['email', 'phone']",1,1,"Praha, Czechia","Praha 5",50.07342,14.39481,"Rental Unit","Entire home/apt",11,1.5,"1.5 baths",3,11,4067,2,1125,2,7,1125,1125,2.4,1125,"t",15,42,72,179,"2025-03-16",9,0,179,9,54,219618,"2017-08-04","2024-12-29",1,2,2,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,"Entire home/apt","Entire/Apt",4067,100,100,11,1.5,36,2,11,8.31066090590723,121,2.39789527279837,5.74990173930877,3.61091791264422,2,2
"1061",1498,18063331,20250316041547,"city scrape",47725871,"Mika","2015-10-29","100","92","Josefov",12,13,"['email', 'phone']",1,1,"","Praha 1",50.09178,14.43169,"Rental Unit","Entire home/apt",4,1,"1 bath",1,2,1894,2,30,2,2,30,30,2,30,"t",4,10,10,84,"2025-03-16",18,0,10,17,108,204552,"2017-04-17","2025-01-01",0,12,4,8,0,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,"Entire home/apt","Entire/Apt",1894,100,92,4,1,103,2,2,7.54644627374602,16,1.38629436111989,1.92181205567281,4.64439089914137,2,2
"1062",1499,18074135,20250316041547,"city scrape",26490028,"Marek","2015-01-21","100","100","Smíchov",1,1,"['email', 'phone', 'work_email']",1,1,"Praha, Czechia","Praha 5",50.07057,14.40902,"Rental Unit","Entire home/apt",3,1,"1 bath",1,2,1432,2,1124,1,2,1125,1125,2,1125,"t",18,30,54,120,"2025-03-16",7,1,120,8,42,60144,"2017-08-19","2025-02-24",0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,"Entire home/apt","Entire/Apt",1432,100,100,3,1,287,2,2,7.26682734752059,9,1.09861228866811,1.20694896081258,5.66296048013595,2,2
"1063",1501,18099955,20250316041547,"city scrape",14547855,"Petr","2014-04-21","100","100","Staré Město",2,4,"['email', 'phone']",1,1,"","Praha 2",50.07634,14.42863,"Condo","Entire home/apt",8,2.5,"2.5 baths",3,4,4436,2,1120,1,4,99,999,3.1,214.7,"t",11,31,51,141,"2025-03-16",36,3,141,33,216,958176,"2017-04-16","2025-02-24",1,2,2,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,"Entire home/apt","Entire/Apt",4436,100,100,8,2.5,197,2,4,8.39750834847026,64,2.07944154167984,4.32407712526381,5.28826703069454,3,2
"1064",1504,18152448,20250316041547,"city scrape",70285984,"Robert","2016-05-04","100","100","Prague 5",9,9,"['email', 'phone', 'work_email']",1,1,"Praha, Czechia","Praha 5",50.06313,14.41034,"Condo","Entire home/apt",2,1,"1 bath",1,2,1428,2,60,2,2,60,60,2,60,"t",22,38,55,234,"2025-03-16",12,0,234,13,72,102816,"2017-04-16","2024-12-26",1,9,9,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,"Entire home/apt","Entire/Apt",1428,100,100,2,1,59,2,2,7.26403014289953,4,0.693147180559945,0.480453013918201,4.0943445622221,2,2
"1065",1505,18417529,20250316041547,"city scrape",1167781,"Benjamin","2011-09-16","91","94","Staré Město",44,44,"['email', 'phone', 'work_email']",1,1,"Prague, Czechia","Praha 1",50.08707,14.43399,"Rental Unit","Entire home/apt",16,2,"2 baths",4,9,6393,1,1125,1,4,1125,1125,2.7,1125,"t",4,13,27,292,"2025-03-16",2,0,218,2,12,76716,"2018-12-02","2024-11-25",0,44,44,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,0,"Entire home/apt","Entire/Apt",6393,91,94,16,2,12,1,9,8.76295892076673,256,2.77258872223978,7.68724822269122,2.56494935746154,3,1
"1066",1507,18169765,20250316041547,"city scrape",70285984,"Robert","2016-05-04","100","100","Prague 5",9,9,"['email', 'phone', 'work_email']",1,1,"Praha, Czechia","Praha 5",50.06148,14.40831,"Condo","Entire home/apt",2,1,"1 bath",0,2,1428,2,300,2,2,300,300,2,300,"t",19,27,48,233,"2025-03-16",6,0,233,6,36,51408,"2017-04-22","2024-12-24",1,9,9,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,"Entire home/apt","Entire/Apt",1428,100,100,2,1,72,2,2,7.26403014289953,4,0.693147180559945,0.480453013918201,4.29045944114839,2,2
"1067",1508,18177688,20250316041547,"city scrape",48058572,"Jirka & Friends","2015-11-03","100","100","Staré Město",3,13,"['email', 'phone', 'work_email']",1,1,"Prague, Czechia","Praha 1",50.08118,14.42058,"Rental Unit","Entire home/apt",4,1,"1 bath",1,1,1771,2,1125,2,2,1125,1125,2,1125,"t",19,34,50,129,"2025-03-16",35,1,129,37,210,371910,"2017-04-17","2025-02-17",1,3,3,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,"Entire home/apt","Entire/Apt",1771,100,100,4,1,256,2,1,7.47929963778283,16,1.38629436111989,1.92181205567281,5.54907608489522,2,2
"1068",1510,18192643,20250316041547,"city scrape",65060249,"Josef","2016-03-30","100","100","Prague 9",2,3,"['email', 'phone']",1,1,"Prague, Czechia","Praha 9",50.11165,14.50375,"Rental Unit","Entire home/apt",4,1.5,"1.5 baths",1,1,981,2,365,2,2,365,365,2,365,"t",14,29,45,45,"2025-03-16",26,1,45,27,156,153036,"2017-04-16","2025-02-26",0,2,2,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Entire home/apt","Entire/Apt",981,100,100,4,1.5,207,2,1,6.88857245956536,16,1.38629436111989,1.92181205567281,5.33753807970132,2,2
"1069",1512,19485244,20250316041547,"city scrape",400864,"Jaroslav","2011-02-20","100","100","Mala Strana",45,73,"['email', 'phone', 'work_email']",1,1,"Praha 1, Czechia","Praha 1",50.08726,14.4081,"Rental Unit","Entire home/apt",3,1,"1 bath",1,2,1945,1,365,1,4,365,365,3.7,365,"t",12,17,18,282,"2025-03-16",48,2,208,53,255,495975,"2017-07-01","2025-02-21",1,30,24,6,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,"Entire home/apt","Entire/Apt",1945,100,100,3,1,343,1,2,7.57301725605255,9,1.09861228866811,1.20694896081258,5.8406416573734,2,1
"1070",1515,18439504,20250316041547,"city scrape",77424975,"Iveta","2016-06-13","100","100","Josefov",1,3,"['email', 'phone']",1,1,"Prague, Czechia","Praha 1",50.09148,14.42114,"Rental Unit","Entire home/apt",3,1,"1 bath",1,1,2238,2,1125,1,2,1125,1125,2,1125,"t",13,15,20,121,"2025-03-16",80,4,121,86,255,570690,"2017-07-12","2025-03-10",1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,"Entire home/apt","Entire/Apt",2238,100,100,3,1,455,2,1,7.71333788887187,9,1.09861228866811,1.20694896081258,6.12249280951439,2,2
"1071",1516,18443303,20250316041547,"city scrape",53032703,"Jiří","2016-01-02","100","100","Prague 13",3,3,"['email', 'phone']",1,1,"Prague, Czechia","Praha 13",50.0646324157715,14.3188972473145,"Condo","Entire home/apt",2,1,"1 bath",1,3,2259,3,60,3,3,1125,1125,3,1125,"t",30,57,84,193,"2025-03-16",0,0,193,0,0,0,"2018-04-01","2020-02-23",1,3,3,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,"Entire home/apt","Entire/Apt",2259,100,100,2,1,20,3,3,7.722677516468,4,0.693147180559945,0.480453013918201,3.04452243772342,2,3
"1072",1517,18445684,20250316041547,"city scrape",120209537,"Monika","2017-03-11","100","99","Prague 2",3,3,"['email', 'phone']",1,1,"","Praha 2",50.077,14.4336,"Rental Unit","Entire home/apt",2,1,"1 bath",1,1,985,2,1125,2,2,1125,1125,2,1125,"t",8,18,39,39,"2025-03-16",51,2,39,50,255,251175,"2017-05-28","2025-02-28",1,3,3,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1,0,"Entire home/apt","Entire/Apt",985,100,99,2,1,345,2,1,6.89264164117209,4,0.693147180559945,0.480453013918201,5.84643877505772,2,2
"1073",1518,18452813,20250316041547,"city scrape",124407258,"Cyril","2017-04-05","0","0","Smíchov",7,26,"['phone']",1,1,"","Praha 5",50.07261,14.41055,"Rental Unit","Entire home/apt",7,3,"3 baths",7,7,6800,7,30,7,7,30,30,7,30,"t",0,0,0,62,"2025-03-16",0,0,62,0,0,0,"","",0,2,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"Entire home/apt","Entire/Apt",6800,0,0,7,3,0,7,7,8.8246778911642,49,1.94591014905531,3.78656630819647,0,3,3
"1074",1519,18454299,20250316041547,"city scrape",987321,"Anna","2011-08-18","100","100","Mala Strana",5,5,"['email', 'phone']",1,1,"Prague, Czechia","Praha 1",50.08875,14.40149,"Rental Unit","Entire home/apt",2,1,"1 bath",0,1,2218,2,1125,2,2,1125,1125,2,1125,"t",17,41,63,243,"2025-03-16",22,0,243,24,132,292776,"2017-05-01","2024-12-18",0,5,5,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,"Entire home/apt","Entire/Apt",2218,100,100,2,1,248,2,1,7.70436116791031,4,0.693147180559945,0.480453013918201,5.51745289646471,2,2
"1075",1520,18454715,20250316041547,"city scrape",987321,"Anna","2011-08-18","100","100","Mala Strana",5,5,"['email', 'phone']",1,1,"Prague, Czechia","Praha 1",50.088752746582,14.4014863967896,"Rental Unit","Entire home/apt",2,1,"1 bath",1,1,2311,2,1125,2,2,1125,1125,2,1125,"t",20,38,64,241,"2025-03-16",27,0,241,27,162,374382,"2017-05-01","2025-01-26",0,5,5,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,"Entire home/apt","Entire/Apt",2311,100,100,2,1,243,2,1,7.74543561027438,4,0.693147180559945,0.480453013918201,5.4971682252932,2,2
"1076",1523,18492646,20250316041547,"city scrape",53032703,"Jiří","2016-01-02","100","100","Prague 13",3,3,"['email', 'phone']",1,1,"Praha 13, Hlavní město Praha, Czechia","Praha 13",50.06463,14.3189,"Rental Unit","Entire home/apt",6,1,"1 bath",3,7,3093,3,120,3,3,1125,1125,3,1125,"t",25,51,78,208,"2025-03-16",0,0,208,0,0,0,"2019-04-22","2023-02-15",1,3,3,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,"Entire home/apt","Entire/Apt",3093,100,100,6,1,18,3,7,8.03689677268507,36,1.79175946922805,3.2104019955684,2.94443897916644,2,3
"1077",1524,19530806,20250316041547,"city scrape",60965154,"Samuel","2016-02-29","100","100","",1,2,"['email', 'phone']",1,1,"Praha 13, Czechia","Praha 13",50.04745,14.33183,"Rental Unit","Entire home/apt",2,1,"1 bath",1,1,1350,1,1125,1,1,1125,1125,1,1125,"t",0,0,0,43,"2025-03-16",10,0,0,10,60,81000,"2017-07-28","2025-01-02",1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,"Entire home/apt","Entire/Apt",1350,100,100,2,1,76,1,1,7.20785987143248,4,0.693147180559945,0.480453013918201,4.34380542185368,2,1
"1078",1526,19557207,20250316041547,"city scrape",1140084,"Prague Days","2011-09-10","100","100","Žižkov",54,144,"['email', 'phone']",1,1,"Praha 3, Czechia","Praha 3",50.08136,14.45285,"Serviced Apt","Entire home/apt",4,1,"1 bath",1,2,1304,1,1125,3,28,1125,1125,19.3,1125,"t",11,30,34,280,"2025-03-16",17,0,221,18,102,133008,"2017-07-02","2025-01-20",1,45,45,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,"Entire home/apt","Entire/Apt",1304,100,100,4,1,108,1,2,7.1731917424866,16,1.38629436111989,1.92181205567281,4.69134788222914,2,1
"1079",1527,19613222,20250316041547,"city scrape",39691636,"Mike And Martina","2015-07-27","100","100","Prague 2",3,5,"['email', 'phone']",1,1,"Praha 2, Czechia","Praha 2",50.07954,14.43616,"Condo","Entire home/apt",4,1.5,"1.5 baths",2,3,1571,3,100,3,4,1125,1125,3,1125,"t",5,10,16,90,"2025-03-16",39,1,90,49,234,367614,"2017-07-08","2025-02-19",1,2,2,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,"Entire home/apt","Entire/Apt",1571,100,100,4,1.5,281,3,3,7.35946763825562,16,1.38629436111989,1.92181205567281,5.64190707093811,2,3
"1080",1528,19621990,20250316041547,"city scrape",24039619,"Michal","2014-11-22","100","100","Prague 6",8,8,"['email', 'phone']",1,1,"Praha 1, Czechia","Praha 1",50.09127,14.42308,"Rental Unit","Entire home/apt",4,1,"1 bath",1,1,1908,1,365,1,2,365,365,1.5,365,"t",27,55,81,160,"2025-03-16",8,0,160,9,48,91584,"2017-07-06","2025-01-05",1,4,4,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,"Entire home/apt","Entire/Apt",1908,100,100,4,1,101,1,1,7.55381085200823,16,1.38629436111989,1.92181205567281,4.62497281328427,2,1
"1081",1529,19651580,20250316041547,"city scrape",138126685,"Iva","2017-07-02","100","97","",1,1,"['email', 'phone', 'work_email']",1,1,"Praha-Čakovice, Czechia","Čakovice",50.15763,14.51868,"Condo","Entire home/apt",4,1.5,"1.5 baths",0,1,1300,1,1125,1,1,1125,1125,1,1125,"t",9,21,44,100,"2025-03-16",11,1,100,10,66,85800,"2017-07-09","2025-03-08",0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,"Entire home/apt","Entire/Apt",1300,100,97,4,1.5,199,1,1,7.17011954344963,16,1.38629436111989,1.92181205567281,5.29831736654804,2,1
"1082",1530,19660767,20250316041547,"city scrape",48058572,"Jirka & Friends","2015-11-03","100","100","Staré Město",3,13,"['email', 'phone', 'work_email']",1,1,"","Praha 1",50.08987,14.4181,"Rental Unit","Entire home/apt",7,1,"1 bath",2,3,3424,2,1125,2,2,1125,1125,2,1125,"t",5,7,17,50,"2025-03-16",46,2,50,45,255,873120,"2017-07-13","2025-02-23",1,3,3,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,0,0,1,"Entire home/apt","Entire/Apt",3424,100,100,7,1,339,2,3,8.13856473726163,49,1.94591014905531,3.78656630819647,5.82894561761021,2,2
"1083",1531,19667239,20250316041547,"city scrape",90401972,"Romana","2016-08-17","100","99","Staré Město",28,30,"['email', 'phone', 'work_email']",1,1,"Praha 1, Czechia","Praha 1",50.07974,14.41851,"Rental Unit","Entire home/apt",5,1.5,"1.5 baths",2,2,2186,1,1125,1,2,1125,1125,1,1125,"t",13,13,13,13,"2025-03-16",60,3,13,64,255,557430,"2017-07-27","2025-02-24",0,28,28,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,"Entire home/apt","Entire/Apt",2186,100,99,5,1.5,417,1,2,7.68982866873648,25,1.6094379124341,2.59029039398023,6.03548143252476,2,1
"1084",1533,18516306,20250316041547,"city scrape",5297514,"Wishlist Prague Residences","2013-03-03","100","99","Josefov",42,92,"['email', 'phone', 'work_email']",1,1,"","Praha 1",50.08974,14.41831,"Rental Unit","Entire home/apt",4,0,"0 baths",2,2,3231,1,180,1,24,100,100,3.2,100,"t",18,44,58,237,"2025-03-16",25,3,237,20,150,484650,"2018-01-08","2025-02-25",1,41,39,0,0,1,1,1,0,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,"Entire home/apt","Entire/Apt",3231,100,99,4,0,41,1,2,8.0805469658245,16,1.38629436111989,1.92181205567281,3.73766961828337,1,1
"1085",1534,18517466,20250316041547,"city scrape",105741472,"Holiday","2016-11-30","99","99","Horní Rokytnice",98,155,"['email', 'phone']",1,1,"","Praha 1",50.07818,14.42202,"Rental Unit","Entire home/apt",5,1,"1 bath",2,3,904,1,1000,1,1,100,100,1,100,"t",0,0,0,0,"2025-03-16",0,0,0,1,0,0,"2017-05-28","2024-01-02",1,55,55,0,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0,0,0,1,0,"Entire home/apt","Entire/Apt",904,99,99,5,1,57,1,3,6.80682936039218,25,1.6094379124341,2.59029039398023,4.06044301054642,2,1
"1086",1536,18558065,20250316041547,"city scrape",10680564,"Tereza & Friends","2013-12-17","100","100","Karlín",264,348,"['email', 'phone']",1,1,"Prague, Czechia","Praha 8",50.09445,14.4474,"Rental Unit","Entire home/apt",6,1,"1 bath",3,3,2166,1,90,1,3,99,99,2.1,99,"t",15,22,22,22,"2025-03-16",39,4,22,33,234,506844,"2017-05-20","2025-03-01",1,70,70,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,"Entire home/apt","Entire/Apt",2166,100,100,6,1,384,1,3,7.68063742756094,36,1.79175946922805,3.2104019955684,5.95324333428778,2,1
"1087",1538,18620845,20250316041547,"city scrape",129354377,"Jana","2017-05-08","N/A","100","Josefov",1,1,"['email', 'phone']",1,1,"Prague, Czechia","Praha 1",50.09171,14.43347,"Condo","Entire home/apt",4,1,"1 bath",1,2,2066,2,14,2,2,1125,1125,2,1125,"t",0,0,0,227,"2025-03-16",29,0,153,43,174,359484,"2017-05-21","2024-08-02",1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,"Entire home/apt","Entire/Apt",2066,-1,100,4,1,419,2,2,7.63336964967958,16,1.38629436111989,1.92181205567281,6.04025471127741,2,2
"1088",1540,18681715,20250316041547,"city scrape",129858404,"Klára","2017-05-11","100","100","Staré Město",1,1,"['email', 'phone']",1,1,"Prague, Czechia","Praha 1",50.0836,14.41338,"Rental Unit","Entire home/apt",4,1,"1 bath",1,1,1461,3,180,1,3,1125,1125,3,1125,"t",6,18,36,36,"2025-03-16",68,5,36,67,255,372555,"2017-05-28","2025-03-13",0,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0,0,0,"Entire home/apt","Entire/Apt",1461,100,100,4,1,310,3,1,7.2868764117507,16,1.38629436111989,1.92181205567281,5.73979291217923,2,3
"1089",1541,18682314,20250316041547,"city scrape",106062121,"Ivan","2016-12-03","0","80","Prague 18",2,5,"['email', 'phone']",1,1,"","Praha 18",50.1271,14.50375,"Private Room","Private room",2,1,"1 private bath",1,1,455,33,1100,33,33,1100,1100,33,1100,"t",30,60,90,90,"2025-03-16",1,0,90,1,66,30030,"2024-12-05","2024-12-05",1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Private room","Private",455,0,80,2,1,1,33,1,6.12029741895095,4,0.693147180559945,0.480453013918201,0.693147180559945,2,3
"1090",1543,18716976,20250316041547,"city scrape",130141831,"Klement","2017-05-13","80","74","Prague 6",1,3,"['email', 'phone']",1,1,"Prague, Czechia","Praha 6",50.08663,14.36924,"Rental Unit","Entire home/apt",2,1.5,"1.5 baths",1,2,1080,3,21,3,3,21,21,3,21,"t",0,10,40,306,"2025-03-16",6,0,232,7,36,38880,"2017-09-24","2024-08-05",0,1,1,0,0,0,1,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,"Entire home/apt","Entire/Apt",1080,80,74,2,1.5,57,3,2,6.98471632011827,4,0.693147180559945,0.480453013918201,4.06044301054642,2,3
"1091",1544,19675040,20250316041547,"city scrape",138549941,"Ilona","2017-07-04","100","80","Žižkov",1,1,"['email', 'phone']",1,1,"Praha 3, Czechia","Praha 3",50.08757,14.46298,"Rental Unit","Entire home/apt",4,1.5,"1.5 baths",1,1,2192,2,28,2,2,28,28,2,28,"t",0,0,0,0,"2025-03-16",0,0,0,0,0,0,"2017-08-25","2022-05-30",0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,"Entire home/apt","Entire/Apt",2192,100,80,4,1.5,125,2,1,7.69256964806791,16,1.38629436111989,1.92181205567281,4.83628190695148,2,2
"1092",1545,19677012,20250316041547,"city scrape",400864,"Jaroslav","2011-02-20","100","100","Mala Strana",45,73,"['email', 'phone', 'work_email']",1,1,"","Praha 2",50.07378,14.43854,"Private Room","Private room",2,1,"1 private bath",1,1,990,1,365,1,3,365,365,1.9,365,"t",12,33,60,332,"2025-03-16",34,2,258,34,204,201960,"2017-07-16","2025-03-01",1,30,24,6,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,"Private room","Private",990,100,100,2,1,188,1,1,6.89770494312864,4,0.693147180559945,0.480453013918201,5.24174701505964,2,1
"1093",1546,19685995,20250316041547,"city scrape",30584559,"Hela","2015-04-04","100","100","Staré Město",3,4,"['email', 'phone']",1,1,"Praha, Czechia","Praha 2",50.07607,14.42227,"Rental Unit","Entire home/apt",6,1.5,"1.5 baths",2,4,3231,1,365,1,4,1125,1125,1.3,1125,"t",17,22,23,217,"2025-03-16",66,3,143,67,255,823905,"2017-07-19","2025-03-07",0,2,2,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,"Entire home/apt","Entire/Apt",3231,100,100,6,1.5,292,1,4,8.0805469658245,36,1.79175946922805,3.2104019955684,5.68017260901707,2,1
"1094",1547,19688477,20250316041547,"city scrape",23535098,"Honzik","2014-11-09","100","100","Prague 2",3,4,"['email', 'phone']",1,1,"Praha 2, Czechia","Praha 2",50.07672,14.43562,"Private Room","Private room",2,1.5,"1.5 shared baths",1,2,832,1,1125,1,1,1125,1125,1,1125,"t",24,36,57,197,"2025-03-16",31,0,197,31,186,154752,"2017-07-12","2025-01-05",0,3,0,3,0,0,1,1,1,0,1,0,1,0,1,1,1,1,1,0,1,0,1,1,0,"Private room","Private",832,100,100,2,1.5,371,1,2,6.72383244082121,4,0.693147180559945,0.480453013918201,5.91889385427315,2,1
